,x,y,z
278,16.0,26.0,688.0
279,4.0,14.0,199.0
280,12.0,21.0,450.0
281,20.0,31.0,976.0
282,12.0,21.0,450.0
283,12.0,22.0,493.0
284,8.0,18.0,330.0
285,16.0,27.0,741.0
286,20.0,30.0,915.0
287,4.0,14.0,199.0
288,12.0,23.0,538.0
289,16.0,25.0,637.0
290,20.0,30.0,915.0
291,4.0,15.0,228.0
292,8.0,18.0,330.0
293,20.0,31.0,976.0
294,20.0,29.0,856.0
295,12.0,21.0,450.0
296,20.0,30.0,915.0
297,12.0,23.0,538.0
298,16.0,25.0,637.0
299,12.0,21.0,450.0
300,4.0,13.0,172.0
301,4.0,15.0,228.0
302,4.0,13.0,172.0
303,20.0,31.0,976.0
304,16.0,26.0,688.0
305,12.0,21.0,450.0
306,20.0,29.0,856.0
307,8.0,17.0,295.0
308,8.0,19.0,367.0
309,8.0,19.0,367.0
310,16.0,26.0,688.0
311,4.0,13.0,172.0
312,8.0,18.0,330.0
313,16.0,27.0,741.0
314,4.0,15.0,228.0
315,16.0,26.0,688.0
316,16.0,26.0,688.0
317,12.0,22.0,493.0
318,20.0,29.0,856.0
319,16.0,26.0,688.0
320,4.0,14.0,199.0
321,20.0,30.0,915.0
322,12.0,22.0,493.0
323,12.0,23.0,538.0
324,12.0,22.0,493.0
325,12.0,23.0,538.0
326,8.0,19.0,367.0
327,12.0,21.0,450.0
328,16.0,26.0,688.0
329,4.0,14.0,199.0
330,20.0,31.0,976.0
331,4.0,15.0,228.0
332,16.0,26.0,688.0
333,4.0,14.0,199.0
334,20.0,30.0,915.0
335,20.0,31.0,976.0
336,20.0,29.0,856.0
337,16.0,25.0,637.0
338,12.0,21.0,450.0
339,20.0,30.0,915.0
340,4.0,14.0,199.0
341,12.0,23.0,538.0
342,8.0,18.0,330.0
343,8.0,19.0,367.0
344,8.0,18.0,330.0
345,12.0,21.0,450.0
346,8.0,19.0,367.0
347,4.0,13.0,172.0
348,20.0,30.0,915.0
349,4.0,14.0,199.0
350,8.0,19.0,367.0
351,20.0,29.0,856.0
352,12.0,21.0,450.0
353,20.0,29.0,856.0
354,12.0,23.0,538.0
355,20.0,31.0,976.0
356,12.0,22.0,493.0
357,16.0,25.0,637.0
358,4.0,13.0,172.0
359,12.0,23.0,538.0
360,12.0,21.0,450.0
361,4.0,14.0,199.0
362,20.0,31.0,976.0
363,8.0,17.0,295.0
364,12.0,23.0,538.0
365,12.0,23.0,538.0
366,20.0,30.0,915.0
367,8.0,18.0,330.0
368,20.0,29.0,856.0
369,12.0,21.0,450.0
370,12.0,23.0,538.0
371,20.0,30.0,915.0
372,20.0,29.0,856.0
373,16.0,27.0,741.0
374,12.0,22.0,493.0
375,12.0,21.0,450.0
376,16.0,27.0,741.0
377,16.0,25.0,637.0
378,8.0,19.0,367.0
379,8.0,18.0,330.0
380,8.0,19.0,367.0
381,4.0,13.0,172.0
382,4.0,15.0,228.0
383,4.0,15.0,228.0
384,16.0,27.0,741.0
385,12.0,21.0,450.0
386,20.0,31.0,976.0
387,20.0,30.0,915.0
388,4.0,13.0,172.0
389,8.0,18.0,330.0
390,20.0,30.0,915.0
391,4.0,14.0,199.0
392,16.0,25.0,637.0
393,20.0,31.0,976.0
394,16.0,25.0,637.0
395,16.0,26.0,688.0
396,4.0,15.0,228.0
397,20.0,31.0,976.0
398,20.0,29.0,856.0
399,8.0,18.0,330.0
400,4.0,13.0,172.0
401,12.0,21.0,450.0
402,12.0,21.0,450.0
403,16.0,27.0,741.0
404,20.0,30.0,915.0
405,20.0,29.0,856.0
406,8.0,18.0,330.0
407,12.0,22.0,493.0
408,20.0,30.0,915.0
409,4.0,15.0,228.0
410,20.0,29.0,856.0
411,16.0,26.0,688.0
412,16.0,26.0,688.0
413,16.0,26.0,688.0
414,20.0,30.0,915.0
415,16.0,27.0,741.0
416,16.0,27.0,741.0
417,16.0,26.0,688.0
418,20.0,31.0,976.0
419,16.0,27.0,741.0
420,12.0,21.0,450.0
421,4.0,13.0,172.0
422,16.0,26.0,688.0
423,12.0,23.0,538.0
424,12.0,23.0,538.0
425,12.0,21.0,450.0
426,20.0,30.0,915.0
427,4.0,14.0,199.0
428,4.0,13.0,172.0
429,8.0,17.0,295.0
430,16.0,25.0,637.0
431,16.0,25.0,637.0
432,4.0,13.0,172.0
433,20.0,30.0,915.0
434,4.0,13.0,172.0
435,4.0,13.0,172.0
436,16.0,25.0,637.0
437,4.0,14.0,199.0
438,4.0,15.0,228.0
439,4.0,14.0,199.0
440,4.0,14.0,199.0
441,4.0,15.0,228.0
442,12.0,21.0,450.0
443,20.0,30.0,915.0
444,12.0,23.0,538.0
445,12.0,23.0,538.0
446,8.0,18.0,330.0
447,16.0,25.0,637.0
448,20.0,29.0,856.0
449,20.0,30.0,915.0
450,20.0,31.0,976.0
451,4.0,15.0,228.0
452,8.0,17.0,295.0
453,8.0,18.0,330.0
454,12.0,22.0,493.0
455,8.0,17.0,295.0
456,4.0,14.0,199.0
457,20.0,31.0,976.0
458,20.0,30.0,915.0
459,20.0,29.0,856.0
460,8.0,18.0,330.0
461,4.0,13.0,172.0
462,8.0,19.0,367.0
463,8.0,18.0,330.0
464,12.0,23.0,538.0
465,4.0,15.0,228.0
466,20.0,31.0,976.0
467,20.0,30.0,915.0
468,12.0,23.0,538.0
469,12.0,22.0,493.0
470,12.0,22.0,493.0
471,8.0,18.0,330.0
472,20.0,29.0,856.0
473,12.0,22.0,493.0
474,8.0,17.0,295.0
475,4.0,15.0,228.0
476,20.0,31.0,976.0
477,4.0,14.0,199.0
478,16.0,27.0,741.0
479,12.0,23.0,538.0
480,20.0,29.0,856.0
481,12.0,21.0,450.0
482,16.0,26.0,688.0
483,12.0,23.0,538.0
484,20.0,29.0,856.0
485,20.0,31.0,976.0
486,4.0,13.0,172.0
487,20.0,30.0,915.0
488,20.0,29.0,856.0
489,8.0,18.0,330.0
490,16.0,25.0,637.0
491,16.0,25.0,637.0
492,16.0,25.0,637.0
493,20.0,31.0,976.0
494,8.0,19.0,367.0
495,20.0,31.0,976.0
496,16.0,26.0,688.0
497,20.0,31.0,976.0
498,8.0,18.0,330.0
499,8.0,18.0,330.0
500,4.0,13.0,172.0
501,20.0,29.0,856.0
502,4.0,14.0,199.0
503,8.0,17.0,295.0
504,12.0,22.0,493.0
505,20.0,31.0,976.0
506,4.0,13.0,172.0
507,12.0,22.0,493.0
508,4.0,13.0,172.0
509,12.0,22.0,493.0
510,12.0,23.0,538.0
511,20.0,29.0,856.0
512,20.0,31.0,976.0
513,16.0,27.0,741.0
514,16.0,26.0,688.0
515,20.0,29.0,856.0
516,8.0,17.0,295.0
517,4.0,15.0,228.0
518,16.0,26.0,688.0
519,12.0,23.0,538.0
520,4.0,15.0,228.0
521,4.0,15.0,228.0
522,4.0,15.0,228.0
523,20.0,29.0,856.0
524,16.0,26.0,688.0
525,20.0,30.0,915.0
526,20.0,30.0,915.0
527,12.0,22.0,493.0
528,8.0,17.0,295.0
529,4.0,14.0,199.0
530,12.0,21.0,450.0
531,20.0,30.0,915.0
532,8.0,18.0,330.0
533,20.0,29.0,856.0
534,20.0,29.0,856.0
535,12.0,23.0,538.0
536,8.0,17.0,295.0
537,20.0,30.0,915.0
538,4.0,13.0,172.0
539,20.0,29.0,856.0
540,8.0,18.0,330.0
541,20.0,29.0,856.0
542,8.0,18.0,330.0
543,12.0,23.0,538.0
544,20.0,30.0,915.0
545,20.0,30.0,915.0
546,20.0,30.0,915.0
547,4.0,14.0,199.0
548,8.0,17.0,295.0
549,8.0,17.0,295.0
550,8.0,18.0,330.0
551,12.0,22.0,493.0
552,20.0,30.0,915.0
553,4.0,14.0,199.0
554,4.0,15.0,228.0
555,4.0,14.0,199.0
556,4.0,14.0,199.0
557,8.0,17.0,295.0
558,12.0,23.0,538.0
559,4.0,14.0,199.0
560,4.0,15.0,228.0
561,20.0,30.0,915.0
562,12.0,22.0,493.0
563,4.0,13.0,172.0
564,12.0,21.0,450.0
565,16.0,26.0,688.0
566,16.0,25.0,637.0
567,12.0,23.0,538.0
568,12.0,22.0,493.0
569,4.0,15.0,228.0
570,20.0,30.0,915.0
571,8.0,18.0,330.0
572,8.0,17.0,295.0
573,16.0,26.0,688.0
574,4.0,15.0,228.0
575,16.0,26.0,688.0
576,12.0,23.0,538.0
577,8.0,17.0,295.0
578,8.0,17.0,295.0
579,12.0,21.0,450.0
580,12.0,21.0,450.0
581,8.0,18.0,330.0
582,12.0,21.0,450.0
583,8.0,17.0,295.0
584,4.0,14.0,199.0
585,8.0,18.0,330.0
586,20.0,29.0,856.0
587,8.0,17.0,295.0
588,8.0,19.0,367.0
589,8.0,19.0,367.0
590,12.0,21.0,450.0
591,4.0,15.0,228.0
592,4.0,15.0,228.0
593,20.0,30.0,915.0
594,16.0,27.0,741.0
595,20.0,31.0,976.0
596,16.0,25.0,637.0
597,16.0,26.0,688.0
598,16.0,25.0,637.0
599,12.0,22.0,493.0
600,8.0,17.0,295.0
601,4.0,14.0,199.0
602,4.0,13.0,172.0
603,8.0,19.0,367.0
604,8.0,18.0,330.0
605,16.0,25.0,637.0
606,12.0,23.0,538.0
607,16.0,26.0,688.0
608,8.0,18.0,330.0
609,20.0,30.0,915.0
610,16.0,25.0,637.0
611,20.0,29.0,856.0
612,8.0,17.0,295.0
613,20.0,29.0,856.0
614,8.0,18.0,330.0
615,20.0,30.0,915.0
616,4.0,15.0,228.0
617,16.0,27.0,741.0
618,20.0,30.0,915.0
619,20.0,30.0,915.0
620,16.0,25.0,637.0
621,8.0,18.0,330.0
622,12.0,21.0,450.0
623,4.0,13.0,172.0
624,8.0,18.0,330.0
625,4.0,15.0,228.0
626,8.0,18.0,330.0
627,4.0,15.0,228.0
628,12.0,23.0,538.0
629,16.0,27.0,741.0
630,4.0,13.0,172.0
631,20.0,30.0,915.0
632,4.0,15.0,228.0
633,12.0,21.0,450.0
634,20.0,29.0,856.0
635,16.0,25.0,637.0
636,4.0,15.0,228.0
637,20.0,31.0,976.0
638,4.0,15.0,228.0
639,16.0,27.0,741.0
640,12.0,22.0,493.0
641,16.0,26.0,688.0
642,8.0,17.0,295.0
643,4.0,14.0,199.0
644,16.0,25.0,637.0
645,4.0,13.0,172.0
646,8.0,18.0,330.0
647,16.0,25.0,637.0
648,12.0,21.0,450.0
649,20.0,30.0,915.0
650,4.0,14.0,199.0
651,4.0,13.0,172.0
652,8.0,19.0,367.0
653,4.0,15.0,228.0
654,8.0,19.0,367.0
655,4.0,13.0,172.0
656,8.0,18.0,330.0
657,16.0,26.0,688.0
658,16.0,26.0,688.0
659,4.0,14.0,199.0
660,4.0,14.0,199.0
661,4.0,15.0,228.0
662,20.0,30.0,915.0
663,12.0,21.0,450.0
664,12.0,21.0,450.0
665,4.0,13.0,172.0
666,12.0,23.0,538.0
667,8.0,18.0,330.0
668,12.0,21.0,450.0
669,16.0,27.0,741.0
670,12.0,22.0,493.0
671,12.0,23.0,538.0
672,20.0,30.0,915.0
673,12.0,22.0,493.0
674,4.0,13.0,172.0
675,16.0,26.0,688.0
676,4.0,13.0,172.0
677,16.0,25.0,637.0
678,12.0,23.0,538.0
679,16.0,27.0,741.0
680,12.0,22.0,493.0
681,12.0,21.0,450.0
682,12.0,23.0,538.0
683,16.0,26.0,688.0
684,16.0,27.0,741.0
685,12.0,21.0,450.0
686,4.0,13.0,172.0
687,4.0,15.0,228.0
688,16.0,25.0,637.0
689,4.0,13.0,172.0
690,20.0,29.0,856.0
691,12.0,23.0,538.0
692,4.0,13.0,172.0
693,12.0,21.0,450.0
694,4.0,14.0,199.0
695,20.0,29.0,856.0
696,8.0,17.0,295.0
697,4.0,13.0,172.0
698,16.0,25.0,637.0
699,12.0,21.0,450.0
700,4.0,15.0,228.0
701,16.0,26.0,688.0
702,8.0,17.0,295.0
703,12.0,22.0,493.0
704,8.0,18.0,330.0
705,12.0,22.0,493.0
706,8.0,19.0,367.0
707,4.0,13.0,172.0
708,16.0,27.0,741.0
709,16.0,26.0,688.0
710,4.0,15.0,228.0
711,8.0,17.0,295.0
712,20.0,31.0,976.0
713,20.0,29.0,856.0
714,20.0,30.0,915.0
715,16.0,25.0,637.0
716,4.0,13.0,172.0
717,4.0,13.0,172.0
718,4.0,14.0,199.0
719,12.0,22.0,493.0
720,4.0,15.0,228.0
721,8.0,17.0,295.0
722,16.0,26.0,688.0
723,12.0,21.0,450.0
724,16.0,26.0,688.0
725,16.0,27.0,741.0
726,8.0,17.0,295.0
727,16.0,25.0,637.0
728,20.0,29.0,856.0
729,16.0,25.0,637.0
730,12.0,21.0,450.0
731,12.0,23.0,538.0
732,4.0,13.0,172.0
733,12.0,21.0,450.0
734,16.0,25.0,637.0
735,4.0,13.0,172.0
736,4.0,15.0,228.0
737,4.0,15.0,228.0
738,16.0,26.0,688.0
739,20.0,30.0,915.0
740,4.0,13.0,172.0
741,16.0,27.0,741.0
742,20.0,31.0,976.0
743,8.0,17.0,295.0
744,12.0,21.0,450.0
745,8.0,19.0,367.0
746,4.0,14.0,199.0
747,4.0,13.0,172.0
748,8.0,19.0,367.0
749,8.0,17.0,295.0
750,20.0,31.0,976.0
751,20.0,29.0,856.0
752,20.0,31.0,976.0
753,20.0,30.0,915.0
754,8.0,17.0,295.0
755,4.0,15.0,228.0
756,16.0,25.0,637.0
757,12.0,21.0,450.0
758,20.0,31.0,976.0
759,12.0,23.0,538.0
760,12.0,23.0,538.0
761,4.0,15.0,228.0
762,8.0,19.0,367.0
763,16.0,27.0,741.0
764,4.0,13.0,172.0
765,16.0,27.0,741.0
766,4.0,13.0,172.0
767,20.0,30.0,915.0
768,8.0,18.0,330.0
769,4.0,15.0,228.0
770,20.0,29.0,856.0
771,16.0,26.0,688.0
772,16.0,26.0,688.0
773,4.0,13.0,172.0
774,16.0,27.0,741.0
775,12.0,22.0,493.0
776,8.0,18.0,330.0
777,12.0,21.0,450.0
778,20.0,31.0,976.0
779,12.0,22.0,493.0
780,12.0,22.0,493.0
781,8.0,18.0,330.0
782,20.0,31.0,976.0
783,4.0,14.0,199.0
784,20.0,30.0,915.0
785,16.0,25.0,637.0
786,16.0,25.0,637.0
787,8.0,19.0,367.0
788,16.0,27.0,741.0
789,12.0,21.0,450.0
790,4.0,15.0,228.0
791,4.0,15.0,228.0
792,16.0,25.0,637.0
793,12.0,22.0,493.0
794,12.0,21.0,450.0
795,8.0,19.0,367.0
796,12.0,22.0,493.0
797,16.0,27.0,741.0
798,12.0,23.0,538.0
799,20.0,30.0,915.0
800,12.0,21.0,450.0
801,16.0,26.0,688.0
802,12.0,22.0,493.0
803,8.0,18.0,330.0
804,4.0,14.0,199.0
805,20.0,30.0,915.0
806,16.0,25.0,637.0
807,8.0,19.0,367.0
808,8.0,19.0,367.0
809,8.0,17.0,295.0
810,4.0,13.0,172.0
811,12.0,22.0,493.0
812,16.0,27.0,741.0
813,20.0,30.0,915.0
814,12.0,22.0,493.0
815,20.0,31.0,976.0
816,20.0,30.0,915.0
817,4.0,13.0,172.0
818,8.0,18.0,330.0
819,20.0,30.0,915.0
820,20.0,30.0,915.0
821,16.0,26.0,688.0
822,8.0,17.0,295.0
823,4.0,14.0,199.0
824,16.0,26.0,688.0
825,20.0,31.0,976.0
826,20.0,29.0,856.0
827,12.0,22.0,493.0
828,4.0,13.0,172.0
829,12.0,23.0,538.0
830,8.0,18.0,330.0
831,8.0,19.0,367.0
832,12.0,21.0,450.0
833,20.0,29.0,856.0
834,12.0,23.0,538.0
835,16.0,26.0,688.0
836,8.0,19.0,367.0
837,12.0,23.0,538.0
838,8.0,18.0,330.0
839,20.0,30.0,915.0
840,20.0,31.0,976.0
841,16.0,27.0,741.0
842,12.0,22.0,493.0
843,12.0,22.0,493.0
844,4.0,15.0,228.0
845,4.0,13.0,172.0
846,20.0,30.0,915.0
847,16.0,26.0,688.0
848,20.0,30.0,915.0
849,8.0,19.0,367.0
850,20.0,30.0,915.0
851,4.0,14.0,199.0
852,8.0,19.0,367.0
853,12.0,22.0,493.0
854,16.0,27.0,741.0
855,16.0,27.0,741.0
856,16.0,25.0,637.0
857,8.0,17.0,295.0
858,20.0,29.0,856.0
859,16.0,27.0,741.0
860,4.0,14.0,199.0
861,16.0,26.0,688.0
862,16.0,25.0,637.0
863,8.0,19.0,367.0
864,8.0,17.0,295.0
865,8.0,19.0,367.0
866,4.0,15.0,228.0
867,8.0,18.0,330.0
868,16.0,26.0,688.0
869,16.0,27.0,741.0
870,8.0,19.0,367.0
871,4.0,14.0,199.0
872,4.0,14.0,199.0
873,20.0,31.0,976.0
874,20.0,29.0,856.0
875,4.0,13.0,172.0
876,20.0,31.0,976.0
877,4.0,14.0,199.0
878,16.0,25.0,637.0
879,12.0,22.0,493.0
880,16.0,27.0,741.0
881,20.0,30.0,915.0
882,20.0,29.0,856.0
883,4.0,13.0,172.0
884,4.0,13.0,172.0
885,8.0,19.0,367.0
886,12.0,22.0,493.0
887,8.0,19.0,367.0
888,12.0,22.0,493.0
889,4.0,15.0,228.0
890,4.0,13.0,172.0
891,12.0,23.0,538.0
892,16.0,26.0,688.0
893,16.0,27.0,741.0
894,16.0,25.0,637.0
895,12.0,22.0,493.0
896,20.0,29.0,856.0
897,4.0,15.0,228.0
898,20.0,29.0,856.0
899,4.0,13.0,172.0
900,4.0,15.0,228.0
901,12.0,21.0,450.0
902,4.0,15.0,228.0
903,4.0,15.0,228.0
904,16.0,26.0,688.0
905,20.0,29.0,856.0
906,8.0,18.0,330.0
907,20.0,31.0,976.0
908,4.0,14.0,199.0
909,16.0,26.0,688.0
910,12.0,23.0,538.0
911,4.0,15.0,228.0
912,12.0,23.0,538.0
913,4.0,15.0,228.0
914,4.0,14.0,199.0
915,4.0,13.0,172.0
916,12.0,21.0,450.0
917,12.0,22.0,493.0
918,16.0,26.0,688.0
919,20.0,29.0,856.0
920,4.0,14.0,199.0
921,4.0,13.0,172.0
922,12.0,21.0,450.0
923,8.0,18.0,330.0
924,12.0,23.0,538.0
925,12.0,23.0,538.0
926,8.0,19.0,367.0
927,16.0,27.0,741.0
928,16.0,26.0,688.0
929,8.0,18.0,330.0
930,20.0,30.0,915.0
931,16.0,27.0,741.0
932,8.0,18.0,330.0
933,12.0,21.0,450.0
934,16.0,25.0,637.0
935,20.0,31.0,976.0
936,20.0,29.0,856.0
937,4.0,13.0,172.0
938,8.0,19.0,367.0
939,8.0,19.0,367.0
940,12.0,22.0,493.0
941,8.0,18.0,330.0
942,8.0,17.0,295.0
943,8.0,19.0,367.0
944,8.0,19.0,367.0
945,12.0,22.0,493.0
946,12.0,22.0,493.0
947,8.0,19.0,367.0
948,12.0,21.0,450.0
949,4.0,15.0,228.0
950,4.0,13.0,172.0
951,16.0,25.0,637.0
952,12.0,22.0,493.0
953,4.0,15.0,228.0
954,8.0,17.0,295.0
955,12.0,21.0,450.0
956,4.0,15.0,228.0
957,4.0,15.0,228.0
958,8.0,17.0,295.0
959,8.0,17.0,295.0
960,8.0,18.0,330.0
961,4.0,13.0,172.0
962,4.0,15.0,228.0
963,4.0,14.0,199.0
964,4.0,13.0,172.0
965,16.0,27.0,741.0
966,12.0,22.0,493.0
967,16.0,27.0,741.0
968,16.0,26.0,688.0
969,16.0,26.0,688.0
970,12.0,23.0,538.0
971,12.0,21.0,450.0
972,20.0,30.0,915.0
973,12.0,21.0,450.0
974,16.0,26.0,688.0
975,16.0,27.0,741.0
976,20.0,31.0,976.0
977,12.0,22.0,493.0
978,20.0,31.0,976.0
979,20.0,31.0,976.0
980,20.0,31.0,976.0
981,20.0,31.0,976.0
982,16.0,26.0,688.0
983,4.0,15.0,228.0
984,8.0,19.0,367.0
985,4.0,14.0,199.0
986,12.0,23.0,538.0
987,4.0,13.0,172.0
988,16.0,25.0,637.0
989,8.0,18.0,330.0
990,4.0,13.0,172.0
991,8.0,18.0,330.0
992,12.0,22.0,493.0
993,16.0,27.0,741.0
994,20.0,31.0,976.0
995,4.0,13.0,172.0
996,12.0,23.0,538.0
997,20.0,31.0,976.0
998,16.0,27.0,741.0
