,x,y,z
281,16.9746821255,22.3368382201,500.068651186
282,9.15923527938,28.5456712561,239.780306127
283,19.3223857458,13.7277085676,356.489986417
284,7.19736904024,18.4155377293,466.643208536
285,14.3797552759,23.9594013949,323.816355274
286,25.360288232,29.7666626347,236.503213236
287,8.78506375731,27.3700661406,-265.683895861
288,9.89458175979,27.1146511241,153.244832856
289,21.561608474,31.106301282,895.146571809
290,15.9776936541,21.4590098459,337.018969703
291,18.2258497641,26.9302963068,734.929402035
292,16.8999194738,9.15460954758,764.953364707
293,2.7757912553,27.7710744787,250.534607452
294,20.6886966988,19.9148851107,924.17935663
295,16.8272436709,27.4547981614,414.628737044
296,16.2811683559,13.4920516308,571.527943883
297,10.1464439637,18.6753871133,695.344157324
298,10.6165807017,19.4166642403,674.44635013
299,19.0619645276,33.2220684363,309.357816569
300,12.3248810654,26.9214314028,458.783548129
301,7.28011425809,26.1350955137,496.75943397
302,21.9362893567,17.1894164272,63.8478683521
303,10.2887311538,23.6639459662,924.726159139
304,5.21789628378,24.9891799632,401.452247722
305,9.92057214518,19.4938343467,591.123297007
306,4.70286695108,21.612208863,340.080247534
307,17.1116990052,22.8448118533,1079.47975618
308,21.164124432,31.0928666026,752.808383443
309,18.0539439473,27.1075213637,410.188181814
310,8.96144289048,25.5674321917,620.758501631
311,9.19292657436,13.9233218751,543.459425533
312,14.3533721644,25.3636290248,597.025707976
313,15.2722292979,21.8716208574,502.382310298
314,6.26022844767,26.8168944836,645.910349968
315,12.3498746968,25.848076672,267.901946448
316,8.04943386377,28.3750353078,902.666997708
317,9.89975012052,17.548662225,368.468182171
318,15.4838118778,20.255246009,986.795084367
319,17.5886482523,20.1036556726,896.084498258
320,23.9010736129,30.5205249229,733.458665724
321,15.3978255737,24.4881277911,511.442379316
322,15.9033066497,23.9156739638,355.733953454
323,17.7887387189,26.8921005823,549.748067885
324,2.15896991269,27.6863296559,983.164268603
325,10.5965701515,36.7961171739,208.950219598
326,9.27698712416,15.3176421176,423.222068019
327,7.80386218429,18.5267529409,384.192230429
328,12.8587568983,28.7809219135,484.09217922
329,6.48881319596,21.2187631392,574.186373427
330,7.58418072686,11.5946819559,308.455995988
331,11.7818902439,21.7798771146,568.264302052
332,13.8473842449,21.614425346,443.467290436
333,22.0895293359,22.3871675552,324.509379497
334,9.58946662794,22.8579773478,569.745520805
335,11.4542097516,26.4034010518,751.626414258
336,14.7235455833,23.0926317847,278.110260906
337,18.1916377995,28.6235352233,220.920431295
338,17.2730187661,23.9921143893,398.718485404
339,14.3281105939,24.5648246102,193.555204154
340,10.4352422063,22.6163353375,760.925902378
341,10.0862791367,29.4788573726,503.690611771
342,20.6389769977,18.9708439613,676.334543832
343,6.14125567284,24.0623247218,731.12318146
344,14.6898386919,19.9531561782,557.4375539
345,9.37698985064,23.4347784555,-9.26214278411
346,9.07046723972,19.6619673784,1014.71925331
347,14.114002551,29.0439705873,66.8155845526
348,9.10214342347,23.6856013328,711.648890478
349,11.7527633729,34.8520117893,548.916889235
350,15.6134429907,26.7536798032,1025.19234976
351,9.5767513403,26.70558206,576.726709531
352,13.1428294272,24.0203872603,376.172908104
353,16.5388004076,28.5742283494,804.116641588
354,11.359437205,7.28499510784,348.880324262
355,16.9516813671,24.2522408276,-169.402077872
356,10.5923216409,20.0071288591,694.361181024
357,11.8429785209,23.6799742255,219.140806786
358,12.1791526029,21.6240618757,338.47142794
359,3.34760273629,26.2548794844,941.551402194
360,6.8974933683,18.9582388653,677.735225602
361,10.1915930622,21.2370986407,679.148509785
362,16.5998934479,18.0639541744,752.348243812
363,5.23815101037,34.4697697661,193.288092689
364,11.0571779578,13.4131672827,415.546707965
365,10.54309317,17.2897454601,664.539310716
366,12.7846744588,18.5007750536,80.8868723955
367,8.72805550674,18.6566637475,622.860474545
368,8.15319686739,22.6400299796,771.938669324
369,18.8998539909,18.6085685825,554.70886447
370,2.45744637975,30.8345529086,50.4760449938
371,13.0742281479,28.4162238193,325.881375763
372,15.7929189412,25.5630832904,331.042107437
373,19.5605208089,24.8365860586,887.911631476
374,11.5207971614,8.9019446018,227.81372994
375,15.8788568478,22.5860399055,241.01366965
376,10.7936995937,21.5929673471,638.10158871
377,10.8950880389,25.6758373807,441.082063247
378,9.58101451038,34.0115255023,509.558227951
379,7.99892294517,22.6977872522,-75.1811880488
380,3.99537154858,20.6436209625,170.654399243
381,11.9708914584,26.707419065,295.82067368
382,6.90329879567,25.0341228797,1125.84229143
383,0.599608080057,29.3859436427,473.238372415
384,5.9741161124,21.5561933528,875.525937166
385,14.5984554473,19.3256186604,-188.569946802
386,7.60401717196,23.3628904429,437.615871566
387,16.8439847524,28.3012083442,203.966468953
388,11.9510022354,20.8267290208,506.544422259
389,15.1406229922,23.4122060821,413.35924319
390,4.61897219683,28.8311847068,688.928925487
391,17.0579052251,24.2649854057,729.198855225
392,20.5049156202,30.0101173821,30.751789757
393,8.3031209625,30.6358066404,585.280363792
394,21.3390719513,20.0486169965,825.31129278
395,18.2512131194,27.849382306,457.704112263
396,14.8402906627,12.5332823861,507.830688018
397,7.29560380427,28.3969975662,684.364867241
398,6.69566467222,28.5831121266,326.218376324
399,14.0717657977,26.700003798,189.458120561
400,19.8470404979,21.6141988366,363.862230876
401,25.3419337951,21.0156871311,354.492639781
402,6.48438979429,20.6054040669,308.689160588
403,1.55729361394,27.3674041144,412.672488263
404,14.3789897806,23.1023992581,892.31706524
405,10.834109119,32.4568241431,706.108393428
406,8.28726919526,23.9297241142,727.541663633
407,13.4773105264,23.0236026801,673.940094026
408,15.0671973396,29.3707248943,633.422577527
409,2.94280559067,20.5553981837,46.3423369522
410,21.4470756287,32.2479494847,504.999732099
411,5.24555586446,18.1234366976,468.007365306
412,15.6673788281,26.2080519925,761.914688579
413,7.2601518042,28.6637389277,499.078166807
414,8.44996853573,21.9785744215,605.392050784
415,11.0494061505,22.3918914394,479.79550854
416,18.9336875179,20.7849906912,387.657271901
417,-5.73359315603,22.8018800519,134.934523727
418,22.5744932031,28.1545211351,569.494813552
419,11.9893445406,28.1742936585,440.93609516
420,17.7761709475,18.0054257225,569.412271919
421,9.37172940834,18.1923194141,260.329566205
422,1.58005403161,17.5900532469,884.891582417
423,15.5295342574,26.8456317085,607.108081413
424,6.18828875494,13.5439908217,189.879593326
425,12.3125637119,38.5932946351,79.771080506
426,10.074922721,26.0740258538,614.970772597
427,9.71309096343,23.3862161055,-5.00393220138
428,1.36462209298,13.9435322686,379.622596578
429,13.3981488862,15.4916391707,403.808834901
430,20.3331998546,25.1889872908,737.239872954
431,13.0102465729,12.9661450155,687.983856615
432,22.4764504355,32.6555093141,456.731703417
433,17.8237455379,27.5643930033,367.527089894
434,16.7125052517,17.3885823598,270.084595347
435,1.91446115738,24.7287907453,566.481242101
436,16.2660081879,20.1811142453,350.90494296
437,13.773231459,27.372939981,254.170824192
438,11.6510723003,20.3175447114,587.332816092
439,14.9649253413,16.4324679401,647.953430809
440,9.16187919377,28.3812497659,657.598975485
441,11.4892262668,12.3335113958,721.188430047
442,17.2703505489,25.0612172132,145.585871253
443,7.36714131692,16.8148646288,157.609340322
444,4.53277827206,20.3415427794,530.588543662
445,3.70659367445,15.7603239443,670.863775493
446,12.7553480103,31.7442904499,524.829922705
447,3.98814347062,20.3763374357,583.435101907
448,24.2551815003,18.1500539505,660.751663353
449,11.3589340156,12.8736996759,686.557502268
450,12.9883158868,26.9764769863,522.291617159
451,9.62051397595,23.7726602272,1254.0001365
452,6.30347786824,25.3215210949,574.418685263
453,17.6303384758,22.2832923596,952.584562379
454,3.28597995322,11.4573578578,644.137388089
455,7.26711146243,15.1961767802,718.771031124
456,17.1839217698,32.6561033916,446.348398249
457,15.0699568906,17.6022317083,251.610396323
458,6.53479769633,18.6302903944,728.931869774
459,7.69775744926,24.5443349138,513.476683231
460,8.71802744878,20.488697409,1224.5996374
461,2.7438618195,20.9428083772,847.565198181
462,6.34703768592,20.6775918012,502.129761866
463,15.7302304437,12.6879657748,580.290593299
464,20.2110518802,21.7235863667,-164.20760293
465,3.52147100963,15.5717837169,372.750323698
466,14.3420226283,19.8874468558,440.390928968
467,21.7290686126,15.3959417432,948.772261631
468,7.81504081365,24.8908140932,144.580983201
469,15.532911908,11.5276831217,858.971334606
470,24.9109818947,21.5314351812,676.562003901
471,16.2166662276,31.38044986,398.409159384
472,8.89599694827,22.2375928899,911.637426241
473,16.3388138564,30.5060460279,237.450649502
474,10.996499296,19.7037590008,815.079085948
475,10.6982687626,29.9793736808,547.92401109
476,17.2495887046,31.077886133,1136.01003949
477,19.2710617858,21.3638177075,730.372146509
478,5.56717407286,28.6785558412,685.430877904
479,9.49064278189,13.607154878,621.004354209
480,3.4908341736,16.5410003771,695.227445946
481,5.96157731793,12.2136465321,581.303000083
482,6.78129545822,19.8871765478,377.799890884
483,4.90867713707,22.3304346424,592.44983554
484,12.160778992,18.1714156962,557.603154079
485,8.1124241395,19.5669761786,746.986055297
486,10.1769293476,16.2263429548,1105.63804294
487,9.17249117224,25.5081306383,400.933208685
488,13.2852837428,24.3258806145,755.35823599
489,17.4123181568,19.0592519966,747.750603813
490,16.0938034891,24.7747290194,138.258204937
491,18.1702557723,18.8681220972,698.962882419
492,7.50803599805,26.9705171661,465.187220339
493,17.8324174677,17.9265890065,-105.004634316
494,11.6421285127,19.6179256662,736.421188203
495,4.89263741004,15.8951540855,477.630828199
496,17.8679132797,24.7877997925,573.690414072
497,8.39519467922,26.075109064,604.786255379
498,16.6322781199,16.2923566304,518.845727033
499,19.7556323534,28.9094288623,518.880209369
