,x,y,z
112,48.0,49.6094353974,2408.70690465
113,20.0,20.7585383846,441.777883786
114,15.0,14.081689681,248.834734477
115,38.0,42.7192789838,1555.8212523
116,28.0,38.4485139729,823.850959577
117,21.0,23.1586035017,424.908184267
118,22.0,21.7563951813,537.009626108
119,11.0,9.59875675136,126.103356184
120,14.0,14.024102755,216.279457077
121,8.0,7.68057819481,82.434535929
122,3.0,7.4882092241,16.8023577148
123,40.0,39.0104570993,1634.29319005
124,14.0,18.1669354307,202.004245265
125,1.0,0.316890351954,0.329189125788
126,33.0,42.2319776175,1163.23088045
127,21.0,26.2515260114,427.213430246
128,33.0,40.1253397003,1142.14912526
129,33.0,30.574936942,1078.04000613
130,22.0,16.5013610266,514.189203675
131,32.0,30.8015551569,1050.02593383
132,49.0,37.8885186803,2401.86564477
133,45.0,56.242178124,2131.57585549
134,40.0,40.6774174219,1577.19429978
135,32.0,37.9454832143,1053.32181836
136,25.0,26.8662136717,625.537492462
137,26.0,20.3519790717,736.441269271
138,41.0,30.9940494745,1776.27517129
139,16.0,14.9135001772,265.096228881
140,30.0,24.2401861629,871.303634909
141,45.0,41.8291912321,2130.96627492
142,20.0,17.1159123857,391.817461769
143,47.0,41.3776436816,2296.04814477
144,1.0,5.15678343327,5.79013250018
145,41.0,33.4480704744,1651.11246947
146,40.0,36.0566135142,1583.90514777
147,42.0,32.7778044141,1827.97598909
148,41.0,41.5855627349,1728.91455632
149,22.0,19.3403573861,473.702427573
150,40.0,33.7353378377,1613.81497033
151,22.0,14.6105066696,539.436675082
152,39.0,44.883928738,1508.0439449
153,37.0,38.7900221877,1398.50040265
154,29.0,25.2007010122,882.65401779
155,1.0,0.979166292706,4.49910103169
156,43.0,43.2872747378,1846.40136375
157,11.0,8.79389681853,134.821139797
158,41.0,35.6463431399,1780.79542563
159,15.0,16.990549014,256.013143934
160,39.0,41.677629674,1488.06120387
161,12.0,14.4535014279,167.624131013
162,25.0,18.5772460979,664.15644079
163,36.0,43.4674588075,1295.71574749
164,35.0,35.5064279585,1224.15425398
165,21.0,12.1080899431,446.455058686
166,15.0,11.8219065148,259.882418268
167,39.0,31.1070079452,1513.88183802
168,2.0,4.37772141483,6.15937031603
169,2.0,-2.47170730796,3.35202565745
170,34.0,36.1032337319,1148.45979072
171,23.0,27.0792510997,602.471436411
172,16.0,7.31048699733,261.21983399
173,46.0,35.8116735861,2167.03740685
174,42.0,44.2151148298,1854.26859652
175,4.0,0.273910182135,20.057660488
176,1.0,3.21875614911,6.36402577149
177,46.0,38.1049497234,2156.15519083
178,4.0,-1.0862650712,12.2092457238
179,30.0,27.8576237371,952.088881499
180,6.0,4.34965689878,47.6533799847
181,15.0,9.52771244738,209.680147124
182,24.0,23.2443310629,603.850694283
183,29.0,30.259415759,828.033408641
184,33.0,34.2084815799,1104.59440498
185,20.0,23.9648822343,457.162633046
186,35.0,34.8905616089,1191.75146314
187,44.0,53.4610157969,2060.56004786
188,2.0,-0.211534086127,0.826714957242
189,24.0,30.7245567386,583.615871877
190,7.0,6.38451321287,51.7421495257
191,43.0,36.8229344808,1932.95615434
192,28.0,24.8485517779,774.001758139
193,4.0,4.10629143955,24.1168512118
194,34.0,39.4621488139,1175.00200516
195,42.0,49.208736427,1742.02624021
196,39.0,30.677394638,1560.94209798
197,24.0,16.4790124033,578.252634647
198,24.0,24.2181984825,602.359835749
199,39.0,43.9834128463,1564.14226065
200,17.0,17.4753770231,330.778547027
201,48.0,58.7106245944,2275.80344446
202,19.0,17.8143072785,357.5377405
203,21.0,18.3142354895,476.306904295
204,15.0,11.686548442,244.327380255
205,34.0,44.7647872885,1223.08917286
206,35.0,44.2576280119,1237.89788235
207,30.0,29.395812208,932.285541068
208,17.0,11.9103439046,279.147720338
209,26.0,26.0717971832,698.228609167
210,46.0,61.2520723719,2261.9818189
211,36.0,49.473238526,1370.21830829
212,1.0,-1.77987863942,-0.989167970977
213,25.0,23.5279681614,652.219850661
214,4.0,6.13626391549,18.0682775865
215,39.0,48.7067749953,1629.28228455
216,12.0,13.7839324122,179.42164083
217,46.0,44.0230716569,2241.10553649
218,41.0,34.2628143839,1638.56259329
219,17.0,11.6763864268,291.825074505
220,10.0,11.7804532138,122.82316742
221,44.0,52.7273370745,1944.46519053
222,3.0,3.78957414394,10.8147576938
223,41.0,40.0328595125,1747.73955118
224,25.0,20.3783648089,667.300306059
225,35.0,39.7557808865,1332.98744396
226,23.0,15.3464109306,590.766033085
227,5.0,7.76851794729,30.3054532273
228,28.0,22.0409381197,828.806934765
229,43.0,50.3840747772,1951.73523507
230,18.0,14.4754702508,338.292943854
231,22.0,23.1678511498,515.109964254
232,29.0,31.637396508,885.608877439
233,19.0,16.644046378,387.762997469
234,40.0,51.617787251,1593.052528
235,3.0,5.07459901364,10.9373887152
236,22.0,20.9520604735,462.7406744
237,19.0,18.7657174531,412.320854191
238,14.0,14.1115661587,196.244785728
239,8.0,11.2578784117,83.6205651288
240,14.0,9.03564952358,231.357930596
241,11.0,15.5500791096,157.481293178
242,23.0,25.1008247482,554.932954561
243,15.0,14.0593597742,220.127652724
244,42.0,44.9892797168,1808.0946061
245,46.0,50.4516978956,2108.45514658
246,46.0,38.6096960567,2079.19851337
247,31.0,27.363547115,935.080669692
248,7.0,6.83756404687,49.5082185947
249,42.0,34.1752226175,1732.96869715
250,31.0,31.8739748255,960.247916842
251,12.0,9.43266326346,155.808418863
252,6.0,6.36168633176,35.1419242719
253,21.0,24.0468755203,451.601636418
254,33.0,32.0125295207,1117.42950646
255,25.0,26.3446603462,617.938603946
256,2.0,3.49101785577,10.7734588731
257,12.0,12.528276602,155.076371168
258,41.0,45.4411157228,1749.0461405
259,33.0,21.489001938,1080.31687637
260,43.0,51.8292610665,1857.92740856
261,8.0,7.30178898384,60.4369389856
262,14.0,18.4099934982,189.227947178
263,14.0,16.6307132216,208.124802072
264,13.0,11.8066799995,191.283411827
265,14.0,16.9442586186,201.246503299
266,29.0,29.5012219907,832.960399692
267,18.0,22.988766528,320.848647378
268,48.0,46.4510172256,2273.12862256
269,10.0,13.0245697666,94.3408959584
270,23.0,18.8180547914,555.90290395
271,35.0,39.0788417443,1300.10055685
272,1.0,-3.06730047794,-2.36944094277
273,15.0,15.5915705639,234.460638155
274,28.0,27.9858935983,781.878287683
275,33.0,39.5350051866,1102.53516576
276,33.0,28.6147422881,1168.06158122
277,15.0,17.6828269898,257.90758255
278,20.0,28.9559999714,435.696204033
279,10.0,6.05491008002,92.8675873133
280,43.0,45.6073036437,1822.67428832
281,1.0,-2.11197489926,-2.02204111946
282,40.0,38.9040064349,1628.6020987
283,12.0,13.5690593961,142.277654247
284,44.0,44.6747973812,1916.9978208
285,27.0,36.981101235,737.953049375
286,31.0,37.6923503707,942.187468144
287,27.0,24.5117037482,709.426291329
288,6.0,2.21180931733,45.9450596214
289,23.0,27.1830840128,568.059172354
290,39.0,45.1255314124,1578.93352391
291,17.0,17.5660140601,278.510566788
292,13.0,6.29513446168,161.305452997
293,40.0,44.3698375929,1600.56538085
294,23.0,30.4281254854,560.984714495
295,40.0,40.1316916002,1679.13403947
296,31.0,34.7928831481,967.906403701
297,36.0,40.5043412089,1373.47933839
298,46.0,52.7833695047,2205.18092146
299,13.0,12.9878937251,187.553910623
300,1.0,3.91658619349,5.54630113721
301,7.0,10.5859391761,58.8357739782
302,36.0,33.5024944279,1379.33243496
303,10.0,14.7484841481,110.017659337
304,9.0,5.8884367908,100.794597333
305,6.0,7.73425855325,50.9026241635
306,15.0,14.8371942372,231.845360514
307,24.0,22.3013050469,631.708362057
308,28.0,33.8392527984,768.905324425
309,31.0,31.3443757597,964.051955429
310,12.0,16.1866259617,143.293717893
311,32.0,36.2989069595,1046.15079273
312,19.0,21.5630756877,345.811294678
313,44.0,46.4813796384,2069.31347697
314,44.0,41.7129948338,2056.90320239
315,4.0,4.45676711516,16.330712442
316,2.0,-2.89581508537,-1.33831178144
317,29.0,36.9274376904,899.689123317
318,28.0,21.2966371145,838.210710823
319,22.0,13.7683880343,522.782047546
320,33.0,30.0932461248,1102.80636157
321,46.0,57.7814751651,2135.94713486
322,27.0,31.8069184348,796.315027327
323,32.0,33.6795983993,997.632142612
324,3.0,-1.27640510581,12.526265133
325,25.0,30.2466259439,689.713636328
326,41.0,34.5138068145,1691.56219427
327,8.0,13.4515110728,68.225369406
328,21.0,19.6081085092,430.069095562
329,20.0,19.0169995782,429.863793873
330,10.0,13.1109865472,130.770126193
331,6.0,0.216593120694,45.619990719
332,2.0,-0.551803953455,4.466779095
333,6.0,2.55938136097,38.1558537081
334,39.0,31.6317461949,1504.03214114
335,18.0,18.6310931737,322.079199767
336,48.0,45.4404919875,2275.07734675
337,19.0,21.9374788909,368.252459448
338,43.0,37.3742448958,1827.83476645
339,46.0,37.2764236507,2158.59241542
340,5.0,0.271288461706,19.8561645688
341,43.0,52.6132073477,1841.46028902
342,26.0,26.117493732,715.480037778
343,10.0,10.0747412947,109.134846953
344,37.0,41.021850038,1367.73559254
345,36.0,48.5311413731,1379.91981967
346,43.0,41.0206326303,1879.0064373
347,30.0,39.7002822251,967.684738357
348,3.0,4.83318076987,11.6220432328
349,27.0,27.1368124959,727.528545545
350,5.0,3.6264860224,30.0650115726
351,37.0,43.2475794396,1374.94416393
352,11.0,14.7022900442,128.329806894
353,48.0,50.1668495181,2429.13522893
354,1.0,3.27482312459,5.46218586466
355,16.0,24.5265132677,291.744131632
356,5.0,8.32751983014,24.8923538755
357,16.0,20.5956843151,298.777677559
358,30.0,27.3395867881,928.47144295
359,21.0,21.6636747616,444.147498483
360,11.0,6.13793352792,107.883037959
361,23.0,21.4172513414,580.161131604
362,31.0,30.242451586,1051.76004223
363,35.0,40.2770040231,1291.52995729
364,42.0,42.9121227719,1885.52509639
365,34.0,39.638700986,1161.61332041
366,8.0,5.29831421967,79.8629493564
367,25.0,28.4699809748,610.540798183
368,10.0,8.74460296246,90.8138663973
369,6.0,6.34711680295,35.1822723123
370,6.0,6.81155065179,55.3285299934
371,39.0,47.4160511248,1617.60396336
372,29.0,31.0399321019,889.408230853
373,11.0,12.0854076642,116.713483187
374,48.0,53.0919290015,2268.18316268
375,17.0,22.2984102415,293.850872405
376,36.0,29.6343024144,1300.20291821
377,5.0,3.5448734078,36.0672867784
378,48.0,35.3890896106,2359.04950845
379,1.0,4.97989920548,6.51764405211
380,3.0,0.0144772193641,8.6394417146
381,18.0,18.6865976446,313.494965963
382,4.0,2.89175949392,18.1336561016
383,20.0,12.6986065384,390.790989031
384,43.0,39.6359077007,1916.32430906
385,44.0,43.0671434966,1913.34099529
386,12.0,10.1650604309,134.754604936
387,10.0,6.39616966107,111.511911737
388,14.0,10.1274323462,217.421480942
389,13.0,15.1520708501,205.091741026
390,24.0,20.8207298085,583.530960051
391,27.0,23.2043758545,725.204300437
392,28.0,33.6151833126,859.442941184
393,39.0,31.4568977171,1594.49646222
394,4.0,3.94600236901,13.8861191579
395,35.0,48.3029227369,1308.67879168
396,43.0,38.9598629023,1814.48182216
397,29.0,31.3147345605,904.767322776
398,34.0,39.7501922813,1180.47945043
399,5.0,10.6274299289,44.8230356741
400,43.0,52.1869110438,1902.7462557
401,11.0,10.3927967343,147.403085586
402,1.0,-4.09844240758,-3.26844808186
403,22.0,28.0517607922,531.552731487
404,1.0,0.0512976697662,0.0593521519893
405,1.0,2.92264748491,5.12194561252
406,48.0,49.3333120223,2291.2680437
407,32.0,34.5968105305,1022.37077281
408,28.0,23.3596672553,826.468322816
409,13.0,9.87812478273,161.80594102
410,48.0,55.5063132682,2273.99070975
411,10.0,6.32513271698,109.707167747
412,35.0,39.8390757103,1287.81496173
413,4.0,1.12603052415,21.275776756
414,31.0,23.238346614,1009.13565128
415,44.0,51.0299859525,1930.61946192
416,23.0,22.7746996768,509.816516075
417,27.0,24.4114543916,789.438549889
418,42.0,45.1736531861,1789.90478314
419,47.0,43.7836630122,2171.33968767
420,11.0,8.48288175013,111.975022352
421,22.0,17.222243598,511.171520298
422,34.0,41.7230336126,1149.31027071
423,11.0,14.7733217889,142.923930386
424,12.0,16.6841655629,181.673220589
425,22.0,31.7057316018,541.211356929
426,24.0,25.7817073379,643.594097394
427,11.0,11.7416763757,147.191408838
428,11.0,14.6041642548,153.719296581
429,11.0,6.34231821086,133.079119252
430,11.0,11.3653046617,137.220632289
431,5.0,8.32351706144,42.3064351934
432,28.0,20.6864781667,750.816806561
433,38.0,36.0076220091,1427.68613148
434,45.0,59.2706647934,2053.53498817
435,49.0,59.2107879923,2511.8029413
436,12.0,11.2689339337,158.790973014
437,47.0,50.5994746303,2185.93907091
438,18.0,18.2871375915,347.079861589
439,28.0,28.1577156823,815.631926471
440,17.0,14.4229376447,296.755923907
441,33.0,37.7897184412,1112.49434241
442,7.0,11.6214659107,50.4611246384
443,44.0,33.9751390442,1944.14076717
444,24.0,23.4081035698,601.195982834
445,27.0,28.4496026703,731.573186909
446,49.0,41.8781010355,2506.21194669
447,40.0,37.1153240051,1580.54390518
448,42.0,41.193587426,1821.85432397
449,13.0,19.475069079,186.188098939
450,32.0,34.040130156,1022.95423949
451,47.0,38.3905149945,2314.87642304
452,18.0,17.5895384137,368.958643602
453,40.0,52.8941038015,1662.31540808
454,44.0,50.8220500753,1962.12329539
455,33.0,26.6048356027,1159.15983688
456,28.0,30.9300880455,780.307458685
457,25.0,29.9111071245,626.901121383
458,15.0,16.9217177111,217.711100556
459,47.0,32.0269029284,2222.31233257
460,37.0,41.3258831243,1468.65809722
461,28.0,26.8433583151,796.028472787
462,22.0,31.7041066255,485.640228097
463,40.0,45.8547234632,1657.2335373
464,22.0,20.9187151022,530.730752888
465,48.0,39.3044834178,2371.83697258
466,30.0,40.579003467,883.634021608
467,45.0,34.3855520763,1980.2745192
468,13.0,16.7989506942,170.52287036
469,25.0,24.3916990779,676.773420125
470,44.0,49.9984541547,1900.01188876
471,41.0,46.6018086508,1754.48491298
472,38.0,35.11108527,1540.11111566
473,30.0,31.6123461675,958.419199536
474,35.0,33.0487029919,1282.12053216
475,34.0,46.9635575446,1200.37191885
476,1.0,-1.92927003258,-1.53843513852
477,34.0,46.4669788276,1226.61736293
478,30.0,34.860516712,976.784960557
479,32.0,38.1570254924,1100.66043118
480,18.0,20.2989924696,313.094360072
481,6.0,4.77833197625,34.6654772843
482,33.0,34.3777832523,1151.77499196
483,49.0,44.4391251525,2482.85388603
484,21.0,30.6889003148,482.604147173
485,2.0,0.539799520139,3.36404827365
486,6.0,10.0418282596,36.7465278302
487,12.0,4.84956597159,139.535825537
488,26.0,20.6795186716,716.873150193
489,36.0,39.153194208,1308.72307518
490,4.0,6.29466762015,23.807812382
491,37.0,38.6592716878,1405.47817709
492,23.0,31.5479649353,580.250400011
493,42.0,35.7963010931,1790.4457338
494,10.0,13.9092362902,109.610650973
495,5.0,6.75112082859,23.2181194369
496,38.0,27.3980335998,1516.19769267
497,16.0,22.586757022,296.066711005
498,30.0,38.2826531184,925.721196867
499,18.0,10.7959346,360.184094743
500,20.0,16.1226643536,427.357068361
501,38.0,45.6680484242,1460.08914802
502,16.0,8.29882403651,264.690373757
503,15.0,20.228313626,253.43759376
504,36.0,37.8079186923,1400.9674885
505,42.0,52.7301094359,1840.75680471
506,9.0,9.84335948056,77.6873837134
507,14.0,13.3444697227,236.776031124
508,26.0,33.3270696898,676.776633402
509,33.0,30.1488557494,1164.17803064
510,48.0,52.7553233712,2430.3117002
511,14.0,16.3728301069,228.343920611
512,47.0,54.3346351464,2328.31682078
513,2.0,3.9269385657,5.18351225265
514,32.0,35.1400470088,1041.36885192
515,12.0,12.9891876684,148.703666634
516,32.0,26.1880192747,1088.06264051
517,12.0,10.7707353,143.868243032
518,7.0,7.53834269882,55.88026609
519,4.0,6.46314539188,16.4911304025
520,6.0,1.39923556976,34.9301243628
521,3.0,2.26870389378,12.5405839375
522,27.0,35.3555832715,754.41490049
523,21.0,22.3826262595,473.684422422
524,37.0,33.5842915419,1369.58486653
525,12.0,15.9594357938,159.542968172
526,37.0,38.9618374655,1386.57551321
527,17.0,18.6149250734,328.35185386
528,23.0,21.1015916876,530.909003182
529,30.0,38.0359688702,932.125464867
530,37.0,40.5356045442,1469.10598229
531,5.0,2.91891395919,34.4736367395
532,37.0,34.1240321172,1414.17361975
533,29.0,29.834361857,906.763673994
534,26.0,31.9590658839,740.665917314
535,30.0,36.5314193646,978.560511291
536,16.0,11.9456933733,259.084889181
537,35.0,45.2755095689,1316.27326556
538,24.0,23.7482190297,577.345427423
539,4.0,3.02408945748,14.1583284167
540,16.0,16.1248412382,247.790314629
541,10.0,12.7721532004,96.7981695578
542,12.0,16.8770887531,185.869455006
543,1.0,3.0722510461,3.12263255878
544,33.0,36.8125632866,1140.13527422
545,19.0,25.5759600135,368.721173107
546,1.0,2.83532029781,3.71607428209
547,45.0,57.5005138346,2063.89276251
548,4.0,6.41110952588,19.8481115078
549,43.0,43.097665348,1918.7569023
550,42.0,52.4508286588,1890.26462819
551,8.0,12.363493165,85.1096843992
552,35.0,26.7534128703,1265.60257826
553,10.0,8.41391492768,99.5499616245
554,47.0,47.3007661605,2196.21454082
555,17.0,15.2128642312,297.610410048
556,11.0,14.3879146326,141.88585779
557,23.0,15.1509676155,583.817906939
558,11.0,12.8461368616,151.088243049
559,2.0,6.35270669054,10.0614360462
560,18.0,18.3601833166,308.225318829
561,42.0,45.6751768518,1855.08049993
562,21.0,21.4889248885,481.83325264
563,28.0,21.0910257395,815.362361837
564,35.0,30.7358857464,1275.06483692
565,7.0,2.94350075697,60.0899313852
566,3.0,0.710185819492,9.0573207932
567,33.0,36.0248061403,1151.36863247
568,48.0,44.3421251923,2412.92485216
569,43.0,41.8414480333,1919.44245134
570,31.0,26.8833232657,1010.20341385
571,37.0,46.1209081643,1444.79181702
572,31.0,35.9907177267,951.404110758
573,12.0,15.5880731257,168.14777483
574,26.0,32.7552730286,740.363876215
575,17.0,12.6180553218,333.887192416
576,49.0,56.1185668399,2392.32403733
577,47.0,50.3825377513,2320.87409869
578,7.0,4.51022487375,58.0568776975
579,27.0,32.5008016544,804.408058325
580,42.0,53.1452149661,1787.27445799
581,47.0,51.2463418449,2248.74459784
582,3.0,6.2604658101,17.9169675699
583,7.0,10.844871014,56.3881152396
584,2.0,-1.133479563,1.24553338755
585,49.0,41.6330970894,2387.63469847
586,24.0,20.9498353076,587.351662674
587,45.0,37.9074505527,2109.00372555
588,28.0,21.9694775234,860.733694994
589,1.0,0.160695193291,0.702595952213
590,49.0,63.0143977187,2418.03047285
591,28.0,30.2742656516,829.539183135
592,48.0,43.9426808907,2350.77936893
593,39.0,39.5755720389,1563.7665424
594,8.0,13.5740255846,93.6291000582
595,46.0,42.2232818197,2183.98689323
596,46.0,54.0311588225,2145.53469902
597,5.0,1.01355428736,24.3424163879
598,11.0,11.2328142602,147.230569835
599,13.0,12.2283765481,183.877910956
600,41.0,30.7234935436,1718.06921849
601,40.0,44.8994320507,1579.9946608
602,20.0,22.2547599279,397.446276677
603,12.0,14.3700362918,137.089368168
604,4.0,9.00540546561,32.6729461047
605,26.0,20.9499510845,679.117035898
606,25.0,24.057211081,627.59880451
607,30.0,35.205088481,918.70160526
608,19.0,12.4730884492,376.222935438
609,19.0,22.6292900219,392.355814642
610,35.0,40.0035002497,1335.12744523
611,5.0,-0.275910669269,24.9845769716
612,19.0,13.9959102039,356.640413751
613,19.0,23.059985046,372.370875565
614,17.0,9.89136395788,292.755811108
615,33.0,38.4556382579,1128.06675944
616,40.0,34.3924771888,1643.72675116
617,29.0,24.1503588803,886.616024994
618,23.0,26.0056684743,554.47550141
619,43.0,49.9129999867,1859.1703267
620,7.0,5.40415216295,56.9713922816
621,40.0,44.3212491916,1588.31249353
622,3.0,6.58630871547,14.5590190308
623,22.0,22.7731812369,489.047333844
624,11.0,13.9235059584,154.184995772
625,22.0,20.5101542393,467.08898377
626,38.0,47.1055309567,1440.34787531
627,29.0,26.5674092152,861.32864278
628,40.0,29.2676488994,1590.22308345
629,8.0,9.37525286874,87.351276707
630,18.0,16.2635233456,309.483873406
631,7.0,2.46327610487,55.5837369989
632,37.0,33.776534753,1350.18474387
633,46.0,56.9785892802,2224.37679888
634,28.0,23.7014426379,836.6464006
635,41.0,45.2379163682,1808.51599806
636,32.0,36.0293068654,1108.12601236
637,18.0,21.6055157173,347.787748233
638,42.0,31.879347469,1807.9281704
639,29.0,25.5357120564,907.714756338
640,16.0,14.9415166399,276.669713416
641,8.0,4.76903579007,70.472477689
642,36.0,32.6565297339,1332.15615403
643,8.0,10.8378583364,90.3114423002
644,49.0,47.3563916143,2415.01345195
645,27.0,37.2723426469,812.576100351
646,11.0,10.4700483799,132.822426052
647,12.0,12.044000315,170.977589922
648,38.0,45.1746065966,1468.50916599
649,47.0,49.9303204945,2301.85224031
650,4.0,1.93074195807,11.0307634941
651,1.0,-4.19715880919,-4.19429476695
652,40.0,41.0509294383,1707.07606439
653,24.0,25.2589861062,595.08527666
654,8.0,5.87724753611,82.0896878227
655,24.0,35.425140783,617.525723626
656,26.0,34.4833146435,673.683963296
657,46.0,47.9351437163,2225.96736736
658,28.0,33.4250627874,776.246940106
659,8.0,9.09745237865,86.1531081517
660,20.0,18.1766188945,452.798728643
661,38.0,42.7010379978,1417.06527644
662,46.0,55.9945632861,2253.72828864
663,7.0,8.31324591068,49.0624903881
664,40.0,51.2677132091,1712.65845061
665,24.0,21.2338033463,600.492827372
666,30.0,20.3659855843,944.63462341
667,12.0,8.92940725361,132.823128098
668,24.0,23.1959047429,573.808059523
669,25.0,31.3779531787,656.633709688
670,41.0,47.7748883153,1652.91375835
671,8.0,13.648650265,63.1809420944
672,46.0,54.3733417595,2239.7722136
673,41.0,45.6149931148,1771.09189977
674,38.0,33.4585763943,1406.76099473
675,27.0,24.1587789234,806.126853692
676,46.0,40.7234507141,2207.1931141
677,32.0,36.3444819028,1039.68384949
678,1.0,3.9659495778,4.81735181351
679,26.0,30.5042281701,706.945092226
680,1.0,-1.82494766361,-0.232954117969
681,9.0,7.90134199439,105.332181605
682,8.0,13.6650729225,77.2657631031
683,14.0,7.79925693606,184.565651763
684,44.0,33.7423571392,1975.86635584
685,36.0,27.0407039071,1365.84317418
686,32.0,34.0652067298,1027.49242348
687,16.0,14.238678631,262.47531196
688,45.0,47.8436410403,2067.99808212
689,3.0,5.8831964348,10.5938633303
690,44.0,45.3262095102,1896.28900841
691,7.0,0.986252852249,52.9659584301
692,37.0,43.5412125807,1369.55782907
693,47.0,52.7406685719,2298.3070431
694,30.0,34.1622281981,898.774660171
695,34.0,41.5476017941,1147.5407599
696,2.0,4.44459533778,5.64525606724
697,13.0,12.8336026385,180.089541003
698,23.0,25.2324671747,598.238341281
699,30.0,37.2090043964,959.053272536
700,11.0,12.9736743265,113.269810276
701,17.0,14.8787872291,297.958283968
702,17.0,15.0574016019,328.734206666
703,23.0,24.2491915952,547.301042523
704,40.0,42.3426646755,1709.73470833
705,40.0,51.6892313007,1707.94193625
706,21.0,12.5207831665,453.998347105
707,21.0,20.3323528381,485.828526531
708,14.0,17.2826164676,187.827715154
709,31.0,31.8685928657,1046.92553541
710,32.0,25.9847285245,1044.80671897
711,15.0,12.1657446105,212.705872178
712,31.0,33.5200600734,1006.00219236
713,28.0,30.1281779839,813.178935562
714,7.0,1.91760064644,52.3828502527
715,13.0,12.3900324877,163.789109083
716,42.0,37.1664888496,1772.95970846
